index, timestamp, utilization.gpu [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0, 2024/05/13 20:22:06.907, 100 %, 32768 MiB, 11199 MiB, 21302 MiB
0, 2024/05/13 20:22:16.908, 98 %, 32768 MiB, 12607 MiB, 19894 MiB
0, 2024/05/13 20:22:26.908, 100 %, 32768 MiB, 12625 MiB, 19876 MiB
0, 2024/05/13 20:22:36.909, 100 %, 32768 MiB, 11591 MiB, 20910 MiB
0, 2024/05/13 20:22:46.910, 100 %, 32768 MiB, 12055 MiB, 20446 MiB
0, 2024/05/13 20:22:56.911, 100 %, 32768 MiB, 12071 MiB, 20430 MiB
0, 2024/05/13 20:23:06.911, 100 %, 32768 MiB, 11729 MiB, 20772 MiB
0, 2024/05/13 20:23:16.912, 100 %, 32768 MiB, 12113 MiB, 20388 MiB
0, 2024/05/13 20:23:26.913, 100 %, 32768 MiB, 11057 MiB, 21444 MiB
0, 2024/05/13 20:23:36.914, 100 %, 32768 MiB, 12811 MiB, 19690 MiB
0, 2024/05/13 20:23:46.914, 100 %, 32768 MiB, 12611 MiB, 19890 MiB
0, 2024/05/13 20:23:56.917, 100 %, 32768 MiB, 12069 MiB, 20432 MiB
0, 2024/05/13 20:24:06.918, 100 %, 32768 MiB, 12815 MiB, 19686 MiB
0, 2024/05/13 20:24:16.919, 100 %, 32768 MiB, 12815 MiB, 19686 MiB
0, 2024/05/13 20:24:26.919, 100 %, 32768 MiB, 10069 MiB, 22432 MiB
0, 2024/05/13 20:24:36.920, 100 %, 32768 MiB, 10447 MiB, 22054 MiB
0, 2024/05/13 20:24:46.921, 100 %, 32768 MiB, 10981 MiB, 21520 MiB
0, 2024/05/13 20:24:56.922, 96 %, 32768 MiB, 9337 MiB, 23164 MiB
0, 2024/05/13 20:25:06.923, 100 %, 32768 MiB, 11663 MiB, 20838 MiB
0, 2024/05/13 20:25:16.923, 100 %, 32768 MiB, 10147 MiB, 22354 MiB
0, 2024/05/13 20:25:26.924, 100 %, 32768 MiB, 10779 MiB, 21722 MiB
0, 2024/05/13 20:25:36.925, 100 %, 32768 MiB, 10951 MiB, 21550 MiB
0, 2024/05/13 20:25:46.926, 100 %, 32768 MiB, 11723 MiB, 20778 MiB
0, 2024/05/13 20:25:56.926, 100 %, 32768 MiB, 9483 MiB, 23018 MiB
0, 2024/05/13 20:26:06.927, 100 %, 32768 MiB, 10543 MiB, 21958 MiB
0, 2024/05/13 20:26:16.928, 100 %, 32768 MiB, 10969 MiB, 21532 MiB
0, 2024/05/13 20:26:26.929, 97 %, 32768 MiB, 12587 MiB, 19914 MiB
0, 2024/05/13 20:26:36.930, 100 %, 32768 MiB, 11351 MiB, 21150 MiB
0, 2024/05/13 20:26:46.930, 100 %, 32768 MiB, 11743 MiB, 20758 MiB
0, 2024/05/13 20:26:56.931, 4 %, 32768 MiB, 12817 MiB, 19684 MiB
0, 2024/05/13 20:27:06.932, 5 %, 32768 MiB, 12817 MiB, 19684 MiB
0, 2024/05/13 20:27:16.933, 8 %, 32768 MiB, 12817 MiB, 19684 MiB
0, 2024/05/13 20:27:26.934, 0 %, 32768 MiB, 12817 MiB, 19684 MiB
0, 2024/05/13 20:27:36.934, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:27:46.935, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:27:56.936, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:28:06.937, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:28:16.937, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:28:26.938, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:28:36.939, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:28:46.940, 100 %, 32768 MiB, 11097 MiB, 21404 MiB
0, 2024/05/13 20:28:56.941, 10 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:29:06.941, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:29:16.942, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:29:26.943, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:29:36.944, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:29:46.944, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:29:56.945, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:30:06.946, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:30:16.947, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:30:26.948, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:30:36.948, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:30:46.949, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:30:56.950, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:31:06.951, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:31:16.951, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:31:26.952, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:31:36.953, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:31:46.954, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:31:56.955, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:06.955, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:16.956, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:26.957, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:36.958, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:46.959, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:56.959, 0 %, 32768 MiB, 32501 MiB, 0 MiB
768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:32:50.906, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 20:33:00.907, 0 %, 32768 MiB, 32501 MiB, 0 MiB
